Hour,date,Topic,tweets,Male,MaleHate,FemaleHate
17.0,01-01-2022,2,3,1,1,0
17.0,01-01-2022,4,40,21,8,2
17.0,01-01-2022,5,33,9,4,17
7.0,01-01-2022,0,49,21,4,7
18.0,01-01-2022,1,7,3,2,0
18.0,01-01-2022,2,12,9,0,0
9.0,01-01-2022,0,12,8,1,0
23.0,01-01-2022,0,110,38,13,23
0.0,01-01-2022,0,129,81,15,8
0.0,01-01-2022,2,6,3,0,0
0.0,01-01-2022,5,37,27,4,5
0.0,01-01-2022,4,65,42,6,0
0.0,01-01-2022,3,2,0,0,0
18.0,01-02-2022,2,17,2,0,0
4.0,01-02-2022,5,16,6,2,6
0.0,01-02-2022,0,117,40,16,19
21.0,01-02-2022,0,157,79,33,19
3.0,01-02-2022,1,10,6,2,0
12.0,01-02-2022,5,20,2,1,8
12.0,01-02-2022,4,33,20,9,2
12.0,01-02-2022,1,6,1,1,2
15.0,01-02-2022,0,247,143,78,24
4.0,01-02-2022,4,26,11,2,7
3.0,01-02-2022,2,104,7,0,0
3.0,01-02-2022,3,1,0,0,0
3.0,01-02-2022,4,40,18,3,3
6.0,01-02-2022,1,1,0,0,0
12.0,01-02-2022,2,40,3,0,0
4.0,01-02-2022,2,50,4,0,0
18.0,01-02-2022,0,158,78,42,24
20.0,01-02-2022,0,144,82,37,18
5.0,01-02-2022,5,14,8,2,2
23.0,01-02-2022,0,137,67,30,11
7.0,01-02-2022,0,23,9,2,0
4.0,01-02-2022,0,96,23,5,13
15.0,01-02-2022,4,64,32,0,5
8.0,01-02-2022,5,4,1,1,3
4.0,01-02-2022,1,4,2,1,0
8.0,01-02-2022,4,4,2,0,0
8.0,01-02-2022,1,4,2,1,0
3.0,01-02-2022,0,187,44,10,14
19.0,01-02-2022,3,2,2,0,0
19.0,01-02-2022,2,14,4,0,0
19.0,01-02-2022,1,7,1,0,0
6.0,01-02-2022,2,12,3,0,0
8.0,01-02-2022,2,11,2,0,0
6.0,01-02-2022,4,4,1,1,1
3.0,01-02-2022,5,32,13,5,11
5.0,01-02-2022,4,19,11,4,1
10.0,01-02-2022,5,10,5,1,4
0.0,01-02-2022,5,46,17,8,14
0.0,01-02-2022,4,52,17,5,4
22.0,01-02-2022,1,17,4,1,1
22.0,01-02-2022,2,14,0,0,0
23.0,01-02-2022,1,19,3,0,1
10.0,01-02-2022,4,7,4,2,0
22.0,01-02-2022,5,68,43,23,19
22.0,01-02-2022,3,1,0,0,0
0.0,01-02-2022,1,9,3,2,1
10.0,01-02-2022,0,36,12,4,4
15.0,01-02-2022,1,6,4,0,0
15.0,01-02-2022,2,49,8,2,2
15.0,01-02-2022,3,1,0,0,0
22.0,01-02-2022,4,52,23,4,3
10.0,01-02-2022,2,17,2,0,0
10.0,01-02-2022,1,2,1,1,0
23.0,01-02-2022,2,19,3,1,0
13.0,01-02-2022,0,167,57,17,23
11.0,01-02-2022,5,13,5,3,5
11.0,01-02-2022,4,21,13,7,1
11.0,01-02-2022,2,37,3,0,0
11.0,01-02-2022,1,3,0,0,0
13.0,01-02-2022,5,61,27,11,21
13.0,01-02-2022,4,31,17,5,2
14.0,01-02-2022,0,217,102,61,31
13.0,01-02-2022,2,67,11,1,0
13.0,01-02-2022,1,8,2,0,0
12.0,01-02-2022,0,99,26,11,12
2.0,01-02-2022,0,201,61,21,14
0.0,01-02-2022,2,10,3,1,0
23.0,01-02-2022,5,51,30,23,10
23.0,01-02-2022,4,48,31,6,0
6.0,01-02-2022,5,7,5,2,1
5.0,01-02-2022,2,21,2,0,0
15.0,01-02-2022,5,127,99,76,17
22.0,01-02-2022,0,152,70,28,23
14.0,01-02-2022,1,9,5,1,0
17.0,01-02-2022,1,13,6,1,1
17.0,01-02-2022,2,25,4,0,0
17.0,01-02-2022,3,8,7,0,0
17.0,01-02-2022,4,58,27,6,6
17.0,01-02-2022,5,86,54,36,16
9.0,01-02-2022,4,4,2,0,0
9.0,01-02-2022,2,26,4,0,0
9.0,01-02-2022,1,2,0,0,0
1.0,01-02-2022,4,47,23,7,7
5.0,01-02-2022,1,5,2,2,0
1.0,01-02-2022,1,9,7,3,1
6.0,01-02-2022,0,24,9,3,2
2.0,01-02-2022,1,13,9,6,0
2.0,01-02-2022,2,91,6,0,0
2.0,01-02-2022,3,1,0,0,0
1.0,01-02-2022,2,100,2,0,3
16.0,01-02-2022,0,180,91,42,19
2.0,01-02-2022,4,47,25,5,4
1.0,01-02-2022,3,1,1,0,0
18.0,01-02-2022,1,9,2,1,2
18.0,01-02-2022,3,2,1,0,0
2.0,01-02-2022,5,49,21,10,10
18.0,01-02-2022,4,69,36,9,6
18.0,01-02-2022,5,61,37,32,16
14.0,01-02-2022,5,90,62,56,22
14.0,01-02-2022,4,51,28,4,9
14.0,01-02-2022,3,1,1,0,0
14.0,01-02-2022,2,66,6,0,0
8.0,01-02-2022,0,23,7,2,3
19.0,01-02-2022,0,139,83,26,19
11.0,01-02-2022,0,74,21,10,6
16.0,01-02-2022,5,70,48,34,15
1.0,01-02-2022,0,215,63,18,23
21.0,01-02-2022,1,17,5,0,3
5.0,01-02-2022,0,59,23,8,3
20.0,01-02-2022,1,9,3,0,0
7.0,01-02-2022,5,2,0,0,0
7.0,01-02-2022,4,3,2,1,0
7.0,01-02-2022,2,14,4,0,0
7.0,01-02-2022,1,4,3,1,0
20.0,01-02-2022,2,16,2,0,0
20.0,01-02-2022,3,1,1,0,0
9.0,01-02-2022,0,39,9,1,2
9.0,01-02-2022,5,7,3,1,2
20.0,01-02-2022,4,56,39,8,6
17.0,01-02-2022,0,190,98,43,23
1.0,01-02-2022,5,58,30,8,12
16.0,01-02-2022,4,70,35,6,4
16.0,01-02-2022,3,2,1,1,0
21.0,01-02-2022,2,15,2,0,0
21.0,01-02-2022,4,57,27,6,5
21.0,01-02-2022,5,68,45,27,11
19.0,01-02-2022,4,59,41,4,9
19.0,01-02-2022,5,57,35,22,10
16.0,01-02-2022,2,32,3,0,0
20.0,01-02-2022,5,62,37,29,12
16.0,01-02-2022,1,6,4,1,0
1.0,01-03-2022,3,2,2,0,0
15.0,01-03-2022,3,5,2,0,0
18.0,01-03-2022,5,46,21,9,12
1.0,01-03-2022,2,11,4,1,0
15.0,01-03-2022,2,4,2,0,0
18.0,01-03-2022,2,7,3,1,0
18.0,01-03-2022,3,6,0,0,0
1.0,01-03-2022,1,27,9,0,2
18.0,01-03-2022,4,117,73,2,4
18.0,01-03-2022,1,14,7,2,5
0.0,01-03-2022,5,42,26,20,6
21.0,01-03-2022,5,49,15,2,12
15.0,01-03-2022,5,55,24,10,6
23.0,01-03-2022,0,180,98,13,20
0.0,01-03-2022,4,67,32,1,5
7.0,01-03-2022,0,11,9,6,1
3.0,01-03-2022,0,121,69,21,14
21.0,01-03-2022,1,7,1,1,0
21.0,01-03-2022,0,134,64,10,14
21.0,01-03-2022,2,3,1,0,0
21.0,01-03-2022,3,8,2,0,0
3.0,01-03-2022,1,10,5,1,0
3.0,01-03-2022,2,3,0,0,0
21.0,01-03-2022,4,67,45,7,2
3.0,01-03-2022,3,1,1,0,0
3.0,01-03-2022,4,79,42,7,10
3.0,01-03-2022,5,28,21,13,4
2.0,01-03-2022,0,155,75,30,16
15.0,01-03-2022,4,85,42,12,8
4.0,01-03-2022,0,101,51,23,21
6.0,01-03-2022,1,2,2,1,0
1.0,01-03-2022,0,183,111,43,17
5.0,01-03-2022,1,4,3,0,0
19.0,01-03-2022,0,135,69,18,11
5.0,01-03-2022,0,61,38,13,6
20.0,01-03-2022,1,6,1,1,1
20.0,01-03-2022,2,6,4,0,0
20.0,01-03-2022,3,5,2,0,0
20.0,01-03-2022,4,77,47,4,2
20.0,01-03-2022,5,53,18,6,16
22.0,01-03-2022,0,151,85,13,13
17.0,01-03-2022,1,10,3,2,2
17.0,01-03-2022,2,9,3,0,0
17.0,01-03-2022,3,7,3,0,0
17.0,01-03-2022,4,85,59,6,4
17.0,01-03-2022,5,40,18,6,3
5.0,01-03-2022,2,9,2,0,0
16.0,01-03-2022,0,186,112,28,21
14.0,01-03-2022,4,111,51,6,7
14.0,01-03-2022,3,4,1,0,0
14.0,01-03-2022,2,9,4,1,1
14.0,01-03-2022,1,16,11,2,0
11.0,01-03-2022,0,72,38,13,8
2.0,01-03-2022,1,17,5,0,0
2.0,01-03-2022,2,15,3,0,0
2.0,01-03-2022,3,1,0,0,0
2.0,01-03-2022,4,68,30,7,6
2.0,01-03-2022,5,54,37,23,10
9.0,01-03-2022,1,1,0,0,0
9.0,01-03-2022,2,3,2,0,0
9.0,01-03-2022,3,1,0,0,0
9.0,01-03-2022,4,11,4,1,4
14.0,01-03-2022,5,50,37,17,3
8.0,01-03-2022,5,10,7,4,2
8.0,01-03-2022,4,10,6,1,1
8.0,01-03-2022,2,1,0,0,0
10.0,01-03-2022,5,5,5,2,0
10.0,01-03-2022,4,16,10,1,2
10.0,01-03-2022,2,6,5,0,0
10.0,01-03-2022,1,1,1,0,0
23.0,01-03-2022,1,5,4,0,0
23.0,01-03-2022,2,8,3,0,0
23.0,01-03-2022,3,9,2,0,0
23.0,01-03-2022,4,100,65,8,4
23.0,01-03-2022,5,58,24,5,16
12.0,01-03-2022,0,117,73,27,7
13.0,01-03-2022,1,8,6,2,1
0.0,01-03-2022,0,138,68,21,12
6.0,01-03-2022,5,12,9,6,2
6.0,01-03-2022,4,18,9,3,3
6.0,01-03-2022,2,2,0,0,0
1.0,01-03-2022,4,80,50,15,7
13.0,01-03-2022,2,2,2,0,0
8.0,01-03-2022,1,1,0,0,0
18.0,01-03-2022,0,190,104,14,21
20.0,01-03-2022,0,147,72,11,19
4.0,01-03-2022,1,8,5,1,0
4.0,01-03-2022,2,3,1,0,0
5.0,01-03-2022,4,22,13,5,3
10.0,01-03-2022,0,28,21,3,2
5.0,01-03-2022,5,26,20,8,3
4.0,01-03-2022,4,63,29,11,16
4.0,01-03-2022,5,26,15,11,5
15.0,01-03-2022,0,168,78,22,14
13.0,01-03-2022,5,53,40,19,7
13.0,01-03-2022,4,54,22,2,3
13.0,01-03-2022,3,4,4,0,0
4.0,01-03-2022,3,1,1,0,0
1.0,01-03-2022,5,63,46,27,8
15.0,01-03-2022,1,19,8,0,0
9.0,01-03-2022,5,2,1,1,0
16.0,01-03-2022,4,105,74,11,4
16.0,01-03-2022,3,1,0,0,0
16.0,01-03-2022,2,5,1,0,0
16.0,01-03-2022,1,13,6,0,0
19.0,01-03-2022,1,6,2,1,0
17.0,01-03-2022,0,151,86,14,9
9.0,01-03-2022,0,18,7,2,4
7.0,01-03-2022,1,2,2,2,0
7.0,01-03-2022,2,1,0,0,0
7.0,01-03-2022,4,4,4,2,0
7.0,01-03-2022,5,4,3,2,1
12.0,01-03-2022,4,55,28,10,2
12.0,01-03-2022,3,1,1,0,0
12.0,01-03-2022,2,6,3,0,0
12.0,01-03-2022,1,8,6,2,0
13.0,01-03-2022,0,121,74,23,11
11.0,01-03-2022,5,23,16,11,4
11.0,01-03-2022,4,33,13,1,2
11.0,01-03-2022,3,1,1,0,0
11.0,01-03-2022,2,9,6,0,0
11.0,01-03-2022,1,6,2,1,2
14.0,01-03-2022,0,190,104,26,11
22.0,01-03-2022,5,55,28,7,9
22.0,01-03-2022,4,80,47,4,3
22.0,01-03-2022,3,6,2,0,0
22.0,01-03-2022,2,3,2,0,1
22.0,01-03-2022,1,7,6,2,0
0.0,01-03-2022,1,23,9,0,1
0.0,01-03-2022,2,6,1,0,0
16.0,01-03-2022,5,62,31,17,17
8.0,01-03-2022,0,22,13,5,3
12.0,01-03-2022,5,47,35,15,5
19.0,01-03-2022,5,40,16,8,6
19.0,01-03-2022,4,79,48,9,4
19.0,01-03-2022,3,3,1,0,0
6.0,01-03-2022,0,34,20,10,5
19.0,01-03-2022,2,7,2,0,1
23.0,01-04-2022,2,6,6,0,0
23.0,01-04-2022,3,2,2,0,0
23.0,01-04-2022,4,169,61,3,14
23.0,01-04-2022,5,87,53,32,13
12.0,01-04-2022,0,183,87,13,29
6.0,01-04-2022,2,4,3,0,0
14.0,01-04-2022,0,218,117,11,41
2.0,01-04-2022,2,3,3,0,0
0.0,01-04-2022,0,194,112,25,14
2.0,01-04-2022,1,7,5,1,0
19.0,01-04-2022,5,113,61,15,24
19.0,01-04-2022,4,119,46,6,10
11.0,01-04-2022,0,99,55,9,15
19.0,01-04-2022,3,3,2,0,0
11.0,01-04-2022,2,5,5,0,0
19.0,01-04-2022,2,2,1,0,0
11.0,01-04-2022,3,3,1,0,0
11.0,01-04-2022,4,48,30,5,0
13.0,01-04-2022,1,10,6,1,1
13.0,01-04-2022,2,10,6,0,1
6.0,01-04-2022,1,2,2,0,0
23.0,01-04-2022,1,28,12,3,14
22.0,01-04-2022,5,129,89,58,15
22.0,01-04-2022,4,166,76,3,6
9.0,01-04-2022,2,2,0,0,0
9.0,01-04-2022,3,1,0,0,0
9.0,01-04-2022,1,3,2,0,0
21.0,01-04-2022,5,87,40,10,24
10.0,01-04-2022,0,75,44,6,6
6.0,01-04-2022,5,12,3,1,6
6.0,01-04-2022,4,20,12,2,0
6.0,01-04-2022,3,1,1,0,0
1.0,01-04-2022,0,174,99,17,23
9.0,01-04-2022,4,14,8,0,2
13.0,01-04-2022,3,5,3,0,0
10.0,01-04-2022,5,24,15,4,4
10.0,01-04-2022,3,2,0,0,0
10.0,01-04-2022,2,3,3,0,0
10.0,01-04-2022,1,5,3,0,0
9.0,01-04-2022,5,12,6,1,5
2.0,01-04-2022,5,53,30,11,13
2.0,01-04-2022,4,97,55,3,11
2.0,01-04-2022,3,15,0,0,0
22.0,01-04-2022,1,33,12,1,15
22.0,01-04-2022,2,6,4,0,0
22.0,01-04-2022,3,4,2,0,0
10.0,01-04-2022,4,41,23,2,2
13.0,01-04-2022,4,122,67,10,5
16.0,01-04-2022,4,150,56,7,5
16.0,01-04-2022,5,54,36,5,5
14.0,01-04-2022,2,6,5,0,0
14.0,01-04-2022,3,4,0,0,0
9.0,01-04-2022,0,32,16,1,7
14.0,01-04-2022,4,100,56,7,10
14.0,01-04-2022,5,96,47,4,31
17.0,01-04-2022,0,227,101,19,21
16.0,01-04-2022,0,234,104,16,12
20.0,01-04-2022,1,16,10,5,3
20.0,01-04-2022,2,8,4,0,0
20.0,01-04-2022,3,2,2,0,0
20.0,01-04-2022,4,118,52,3,8
20.0,01-04-2022,5,71,35,9,14
17.0,01-04-2022,5,61,38,8,12
22.0,01-04-2022,0,338,183,62,36
17.0,01-04-2022,4,141,47,9,7
17.0,01-04-2022,3,6,4,0,0
17.0,01-04-2022,2,4,3,1,0
16.0,01-04-2022,1,23,10,4,2
16.0,01-04-2022,2,4,2,0,0
16.0,01-04-2022,3,3,0,0,0
17.0,01-04-2022,1,15,9,1,2
14.0,01-04-2022,1,12,9,0,0
19.0,01-04-2022,1,10,8,1,0
5.0,01-04-2022,0,66,40,4,6
7.0,01-04-2022,2,1,1,0,0
13.0,01-04-2022,5,76,38,7,29
15.0,01-04-2022,0,273,98,16,19
4.0,01-04-2022,5,38,23,1,6
4.0,01-04-2022,4,60,29,2,5
4.0,01-04-2022,3,7,1,0,0
5.0,01-04-2022,5,26,15,4,5
5.0,01-04-2022,4,30,20,0,1
4.0,01-04-2022,2,2,1,0,0
4.0,01-04-2022,1,4,1,0,2
5.0,01-04-2022,3,1,0,0,0
5.0,01-04-2022,2,4,3,0,0
5.0,01-04-2022,1,5,2,0,0
20.0,01-04-2022,0,215,103,17,25
18.0,01-04-2022,0,232,123,20,28
15.0,01-04-2022,1,16,9,2,1
8.0,01-04-2022,4,11,7,0,1
8.0,01-04-2022,5,5,4,1,1
7.0,01-04-2022,5,7,5,2,0
7.0,01-04-2022,4,7,4,1,1
7.0,01-04-2022,3,1,1,0,0
19.0,01-04-2022,0,247,118,22,34
7.0,01-04-2022,1,2,2,1,0
15.0,01-04-2022,2,12,2,0,0
1.0,01-04-2022,5,64,30,10,13
15.0,01-04-2022,4,158,38,4,6
4.0,01-04-2022,0,111,55,3,13
12.0,01-04-2022,3,6,2,0,0
12.0,01-04-2022,2,10,8,1,0
12.0,01-04-2022,1,5,1,0,0
7.0,01-04-2022,0,18,13,4,1
15.0,01-04-2022,3,2,2,2,0
3.0,01-04-2022,0,162,88,10,21
12.0,01-04-2022,4,96,50,2,6
21.0,01-04-2022,0,268,124,15,47
18.0,01-04-2022,4,117,49,6,11
18.0,01-04-2022,5,96,63,12,15
13.0,01-04-2022,0,223,120,18,36
3.0,01-04-2022,1,9,3,1,2
3.0,01-04-2022,2,5,1,0,0
3.0,01-04-2022,3,4,1,0,0
3.0,01-04-2022,4,85,53,4,7
8.0,01-04-2022,0,16,11,1,2
3.0,01-04-2022,5,59,30,5,12
12.0,01-04-2022,5,66,26,10,23
23.0,01-04-2022,0,292,134,38,41
1.0,01-04-2022,4,86,58,5,10
1.0,01-04-2022,3,10,1,0,0
1.0,01-04-2022,2,8,6,0,0
1.0,01-04-2022,1,6,4,2,0
18.0,01-04-2022,3,4,3,0,0
18.0,01-04-2022,2,3,2,0,1
18.0,01-04-2022,1,12,6,2,1
0.0,01-04-2022,5,69,34,13,10
6.0,01-04-2022,0,39,21,3,6
21.0,01-04-2022,3,5,2,0,0
21.0,01-04-2022,2,5,4,0,0
21.0,01-04-2022,1,30,8,1,20
0.0,01-04-2022,1,10,5,1,1
0.0,01-04-2022,2,4,2,0,0
0.0,01-04-2022,3,13,3,0,0
0.0,01-04-2022,4,98,68,11,3
21.0,01-04-2022,4,141,70,4,3
2.0,01-04-2022,0,175,93,15,24
11.0,01-04-2022,5,43,19,4,15
15.0,01-04-2022,5,85,47,8,12
10.0,01-05-2022,5,18,8,3,6
4.0,01-05-2022,2,4,3,0,0
4.0,01-05-2022,1,20,2,0,14
2.0,01-05-2022,0,276,141,24,48
17.0,01-05-2022,5,111,81,20,14
5.0,01-05-2022,1,6,3,0,3
17.0,01-05-2022,4,163,107,17,9
17.0,01-05-2022,3,4,4,0,0
17.0,01-05-2022,2,15,4,1,0
16.0,01-05-2022,0,214,121,17,14
17.0,01-05-2022,1,33,15,2,3
21.0,01-05-2022,1,19,11,0,2
21.0,01-05-2022,2,9,1,0,1
16.0,01-05-2022,5,55,32,9,4
21.0,01-05-2022,3,2,2,0,0
21.0,01-05-2022,4,160,84,10,8
16.0,01-05-2022,4,114,61,6,7
4.0,01-05-2022,3,1,0,0,0
4.0,01-05-2022,4,62,31,2,5
4.0,01-05-2022,5,51,33,9,7
15.0,01-05-2022,0,301,190,37,27
1.0,01-05-2022,1,27,14,1,12
11.0,01-05-2022,1,21,12,1,7
11.0,01-05-2022,2,5,3,0,0
11.0,01-05-2022,3,1,1,0,0
14.0,01-05-2022,5,94,60,19,9
8.0,01-05-2022,0,33,13,4,12
1.0,01-05-2022,0,266,142,31,32
16.0,01-05-2022,3,1,1,0,0
13.0,01-05-2022,1,38,16,0,17
13.0,01-05-2022,3,2,1,0,0
13.0,01-05-2022,4,143,88,10,9
13.0,01-05-2022,5,97,64,10,13
5.0,01-05-2022,2,3,1,0,0
11.0,01-05-2022,4,62,26,2,3
11.0,01-05-2022,5,38,25,9,7
21.0,01-05-2022,0,270,147,16,17
0.0,01-05-2022,5,102,52,18,14
16.0,01-05-2022,2,7,6,0,0
16.0,01-05-2022,1,37,21,2,3
3.0,01-05-2022,0,218,109,15,22
7.0,01-05-2022,4,10,6,1,0
7.0,01-05-2022,2,3,3,0,0
7.0,01-05-2022,1,4,3,1,1
12.0,01-05-2022,1,32,16,1,7
6.0,01-05-2022,4,16,5,0,0
17.0,01-05-2022,0,326,211,40,26
6.0,01-05-2022,2,1,0,0,0
12.0,01-05-2022,2,9,6,0,0
6.0,01-05-2022,1,1,0,0,1
4.0,01-05-2022,0,138,69,11,26
0.0,01-05-2022,1,19,7,1,10
9.0,01-05-2022,0,31,19,3,4
0.0,01-05-2022,2,5,3,0,0
0.0,01-05-2022,3,2,1,0,0
5.0,01-05-2022,0,69,32,3,11
0.0,01-05-2022,4,143,68,3,10
19.0,01-05-2022,0,311,152,21,15
14.0,01-05-2022,4,135,78,8,11
12.0,01-05-2022,4,91,44,6,4
20.0,01-05-2022,1,29,20,0,3
20.0,01-05-2022,0,257,136,17,15
12.0,01-05-2022,5,102,58,11,22
18.0,01-05-2022,0,309,189,36,22
21.0,01-05-2022,5,80,49,6,6
22.0,01-05-2022,0,251,113,23,23
15.0,01-05-2022,5,93,66,19,6
7.0,01-05-2022,5,13,6,2,1
10.0,01-05-2022,0,61,28,5,12
20.0,01-05-2022,5,65,41,11,6
8.0,01-05-2022,1,6,1,0,4
8.0,01-05-2022,3,1,1,0,0
8.0,01-05-2022,4,12,3,1,2
8.0,01-05-2022,5,14,8,3,6
20.0,01-05-2022,4,144,68,6,5
20.0,01-05-2022,3,2,1,0,0
20.0,01-05-2022,2,17,6,0,1
7.0,01-05-2022,0,30,18,4,2
14.0,01-05-2022,2,8,3,0,4
13.0,01-05-2022,2,10,8,0,0
23.0,01-05-2022,0,261,132,17,15
3.0,01-05-2022,4,115,62,5,6
11.0,01-05-2022,0,127,67,12,17
9.0,01-05-2022,4,13,6,1,0
14.0,01-05-2022,0,274,156,27,41
3.0,01-05-2022,5,81,37,10,10
12.0,01-05-2022,0,234,124,18,33
19.0,01-05-2022,1,38,24,2,4
19.0,01-05-2022,2,19,5,0,0
19.0,01-05-2022,3,3,1,0,0
19.0,01-05-2022,4,179,78,4,5
22.0,01-05-2022,1,29,18,4,1
22.0,01-05-2022,2,10,1,0,0
22.0,01-05-2022,4,151,65,5,10
22.0,01-05-2022,5,61,29,14,12
23.0,01-05-2022,5,81,45,9,3
23.0,01-05-2022,4,138,65,6,9
19.0,01-05-2022,5,72,44,15,6
2.0,01-05-2022,1,43,13,2,19
23.0,01-05-2022,3,4,1,0,0
1.0,01-05-2022,5,88,54,21,12
1.0,01-05-2022,4,144,70,9,8
1.0,01-05-2022,3,3,1,0,0
1.0,01-05-2022,2,4,3,0,0
23.0,01-05-2022,2,11,3,0,1
23.0,01-05-2022,1,27,18,2,2
3.0,01-05-2022,3,5,2,0,0
9.0,01-05-2022,2,2,2,0,0
9.0,01-05-2022,5,12,9,2,2
18.0,01-05-2022,4,173,104,15,6
15.0,01-05-2022,4,148,94,16,7
14.0,01-05-2022,1,37,15,0,17
2.0,01-05-2022,2,5,1,1,0
13.0,01-05-2022,0,290,177,20,39
2.0,01-05-2022,3,1,1,0,0
18.0,01-05-2022,2,13,3,0,0
15.0,01-05-2022,1,49,21,2,14
15.0,01-05-2022,2,9,7,0,0
2.0,01-05-2022,4,135,77,5,13
5.0,01-05-2022,5,32,17,3,8
5.0,01-05-2022,4,28,11,0,0
18.0,01-05-2022,1,29,17,0,4
